Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
2021-04-19 13:14:53+00:00,1384133399833583635,1,Stigma,['coronavirus?'],
2021-04-19 13:13:08+00:00,1384132959087730697,0,Lesson/Teacher,['lockdown'],
2021-04-19 13:00:56+00:00,1384129892627845122,0,Catalyst,['stayhomestaysafe'],
2021-04-19 12:41:03+00:00,1384124888525377536,0,Storm,['lockdown'],
2021-04-19 12:06:39+00:00,1384116227941965826,0,Lesson/Teacher,['covidsecondwave'],
2021-04-19 11:58:57+00:00,1384114294036463617,1,Monster,['lockdown'],
2021-04-19 11:48:13+00:00,1384111591910637570,0,Lesson/Teacher,['covid19'],
2021-04-19 11:39:18+00:00,1384109347760836612,1,War,"['teamspsalutescoronawarriors', 'indiafightscorona']",
2021-04-19 10:20:03+00:00,1384089402058543105,0,Prison,['covidsecondwaveinindia'],
2021-04-19 09:56:08+00:00,1384083383559491588,0,Monster,['covidsecondwaveinindia'],
2021-04-19 09:51:58+00:00,1384082333679034374,0,Storm,['covid'],
2021-04-19 09:10:16+00:00,1384071842504138752,1,War,"['teamspsalutescoronawarriors', 'indiafightscorona']",
2021-04-19 08:58:28+00:00,1384068870953062407,0,Accident,['coronavirus'],
2021-04-19 08:48:47+00:00,1384066435442302982,1,Water/Wave/Tide,['covid'],
2021-04-19 08:27:31+00:00,1384061083007086599,1,Stigma,"['covidisairborne', 'covid19', 'covidsecondwaveinindia']",
2021-04-19 08:10:27+00:00,1384056788283101188,0,Luxury,"['covid19', 'covidsecondwaveinindia']",
2021-04-19 07:17:44+00:00,1384043521963745280,1,Storm,['pandemic'],
2021-04-19 07:02:00+00:00,1384039564025548805,0,War,"['indiafightscorona', 'delhilockdown']",
2021-04-19 06:37:40+00:00,1384033438156554242,0,War,['covid19india'],
2021-04-19 05:55:35+00:00,1384022847186640901,1,Monster,['covid'],
2021-04-19 05:17:57+00:00,1384013376146214925,1,War,"['covidsecondwave', 'covid19']",
2021-04-19 04:31:14+00:00,1384001622481637387,0,Lesson/Teacher,['covid19'],
2021-04-19 04:24:52+00:00,1384000018525290505,0,Journey,['covid19'],
2021-04-19 04:04:20+00:00,1383994851046264847,0,Accident,['rajasthanlockdown'],
2021-04-19 03:57:07+00:00,1383993034283515905,0,Prison,['coronavirus'],
2021-04-19 03:51:01+00:00,1383991498937552896,0,Water/Wave/Tide,['indiafightscorona'],
2021-04-19 03:47:16+00:00,1383990556427112448,0,Lesson/Teacher,"['coviÌ‡d19', 'corona', 'coronavirus']",
2021-04-19 03:00:43+00:00,1383978841962520582,1,Lesson/Teacher,['covid19'],
2021-04-20 08:02:43+00:00,1384417230532669441,0,War,['covid'],
2021-04-20 18:44:48+00:00,1384578817470078982,0,Lesson/Teacher,['covid'],
2021-04-20 15:37:44+00:00,1384531740144726018,0,War,"['coronavirus', 'covid19india']",
2021-04-20 14:28:31+00:00,1384514317794652166,0,War,['covid19'],
2021-04-20 13:29:14+00:00,1384499401016582145,0,Success/Challenge,['covid'],
2021-04-20 19:02:37+00:00,1384583300967108611,0,Lesson/Teacher,"['covidindia', 'covidemergency', 'covid19']",
2021-04-20 18:56:01+00:00,1384581636973502466,0,Monster,['prayerforcovid'],
2021-04-20 18:07:36+00:00,1384569453103304707,0,Luxury,['stayhomestaysafe'],
2021-04-20 17:54:35+00:00,1384566176118837251,1,War,['covidsecondwave'],
2021-04-20 17:49:13+00:00,1384564827863937025,0,Storm,['covid_19'],
2021-04-20 17:29:24+00:00,1384559839464988676,0,Lesson/Teacher,['covid'],
2021-04-20 17:12:04+00:00,1384555476562583554,1,Darkness,['covid19'],
2021-04-20 17:00:12+00:00,1384552490624962565,0,Monster,['coronavirus'],
2021-04-20 16:45:33+00:00,1384548803718500353,0,Accident,['covid19india'],
2021-04-20 16:38:36+00:00,1384547055276756993,0,Lesson/Teacher,['lockdown'],
2021-04-20 16:16:27+00:00,1384541481667502086,0,Luxury,['indiafightscorona'],
2021-04-20 16:14:41+00:00,1384541037465673732,0,Prison,['lockdown'],
2021-04-20 16:07:59+00:00,1384539352840085511,0,Luxury,"['coronavirus...', 'covidappropriatebehaviour']",
2021-04-20 16:06:53+00:00,1384539072987680769,1,Accident,['lockdown'],
2021-04-20 16:00:07+00:00,1384537372784689159,1,Barrier/Shield,['pmleadscovidfight'],
2021-04-20 15:59:20+00:00,1384537172569513987,0,Stigma,"['covid', 'coronasecondwave']",
2021-04-20 15:52:10+00:00,1384535369253744644,0,Lesson/Teacher,['pmleadscovidfight'],
2021-04-20 15:51:53+00:00,1384535298789371904,1,Savior,['covid19india'],
2021-04-20 15:45:31+00:00,1384533698989608965,1,Accident,"['lockdown', 'covid19', 'covid19india']",
2021-04-20 15:41:03+00:00,1384532571850117125,1,War,"['coronavirus', 'lockdown2021', 'nolockdown']",
2021-04-20 15:37:55+00:00,1384531782905696259,0,War,"['lockdown', 'covid19india']",
2021-04-20 15:33:30+00:00,1384530671641628680,0,Catalyst,['pmleadscovidfight'],
2021-04-20 15:26:50+00:00,1384528995161579526,1,Success/Challenge/Challenge,['indiafightscorona'],
2021-04-20 14:49:26+00:00,1384519582224891908,0,Prison,['covid19'],
2021-04-20 14:07:58+00:00,1384509150047076362,0,Lesson/Teacher,['coronavirus'],
2021-04-20 13:03:35+00:00,1384492945944899590,0,Luxury,['covid19'],
2021-04-20 11:20:29+00:00,1384466999040897036,0,War,['covid19'],
2021-04-20 11:19:58+00:00,1384466870590263303,0,Monster,['covidemergency'],
2021-04-20 11:19:58+00:00,1384466868140789769,1,Darkness,"['lockdown', 'covid19']",
2021-04-20 09:57:04+00:00,1384446005530161153,0,War,['covid19.'],
2021-04-20 09:36:04+00:00,1384440721357213700,0,Freedom,['covidemergency'],
2021-04-20 09:35:20+00:00,1384440538770771969,0,War,['covid'],
2021-04-20 08:52:17+00:00,1384429703956623364,0,Monster,['nightcurfew'],
2021-04-20 08:31:26+00:00,1384424456504758273,0,Catalyst,"['secondcovidwave', 'coronavirus']",
2021-04-20 07:01:49+00:00,1384401904566890497,1,War,['covid19'],
2021-04-20 06:43:39+00:00,1384397332356100098,0,Miracle,['covid19'],
2021-04-20 06:01:24+00:00,1384386700651110401,1,War,['coronavirusindia'],
2021-04-20 05:52:40+00:00,1384384503519404034,0,War,['covidsecondwave.'],
2021-04-20 05:38:48+00:00,1384381011916582912,1,Barrier/Shield/Shield,"['indiafightscorona', 'covid19']",
2021-04-20 05:12:03+00:00,1384374282269036548,1,War,"['covid19', 'covidsecondwaveinindia']",
2021-04-20 04:59:47+00:00,1384371194741235712,1,War,['covid19vaccine'],
2021-04-20 04:30:15+00:00,1384363760257683456,1,Monster,['covid19.'],
2021-04-20 04:23:54+00:00,1384362163389620227,0,Lesson/Teacher,['coronavirus'],
2021-04-20 04:13:19+00:00,1384359499356459008,0,War,['stayhomestaysafe'],
2021-04-20 02:16:45+00:00,1384330165119946753,0,War,['covid19'],
2021-04-20 02:12:27+00:00,1384329081336918021,0,War,['covid19'],
2021-04-20 01:52:34+00:00,1384324077632978945,1,War,['coronaviruspandemic'],
2021-04-21 06:26:06+00:00,1384755304408129539,1,Freedom,"['covid19', 'covidsecondwaveinindia']",
2021-04-21 20:07:28+00:00,1384962005551943682,1,Luxury,['covid'],
2021-04-21 19:12:39+00:00,1384948210637189125,1,Stigma,['coronavirus'],
2021-04-21 18:22:01+00:00,1384935470338031620,0,War,['covid19india'],
2021-04-21 18:10:03+00:00,1384932457632473090,1,Darkness,['covidindia'],
2021-04-21 17:15:02+00:00,1384918613543559168,1,Prison,"['lockdown', 'covidemergency']",
2021-04-21 16:53:58+00:00,1384913309426765826,1,Darkness,['covid19.'],
2021-04-21 15:51:40+00:00,1384897632070418436,0,Luxury,['covid19'],
2021-04-21 15:04:37+00:00,1384885792540082177,1,War,['virtualcovidwarriors.'],
2021-04-21 15:04:18+00:00,1384885714530316288,1,Darkness,['indiafightscorona'],
2021-04-21 15:03:41+00:00,1384885555486285826,1,Lesson/Teacher,"['covid19', 'covidappropriatebehaviour.']",
2021-04-21 14:54:52+00:00,1384883337190277121,0,Darkness,['pandemic'],
2021-04-21 14:45:19+00:00,1384880933770256386,1,War,['covidsecondwave'],
2021-04-21 14:03:49+00:00,1384870489542254595,0,War,['stayhomestaysafe'],
2021-04-21 14:03:44+00:00,1384870469447290883,1,Lesson/Teacher,['covid'],
2021-04-21 14:02:33+00:00,1384870174424174595,1,War,['coronasecondwave'],
2021-04-21 14:02:15+00:00,1384870095831326731,0,Luxury,['covid19'],
2021-04-21 13:22:38+00:00,1384860127111507970,1,Luxury,['covid'],
2021-04-21 12:10:01+00:00,1384841854831796224,0,War,['covid19'],
2021-04-21 12:01:38+00:00,1384839743947657216,1,Lesson/Teacher,['covid19india'],
2021-04-21 11:44:07+00:00,1384835336262488070,0,Luxury,['covishield'],
2021-04-21 11:14:42+00:00,1384827931952762888,0,War,['punjabfightscorona'],
2021-04-21 10:23:43+00:00,1384815101702594563,0,Monster,['covidaniacourist'],
2021-04-21 09:50:04+00:00,1384806631372849156,1,War,['covid19india'],
2021-04-21 09:12:21+00:00,1384797143639236608,0,War,['covid'],
2021-04-21 08:37:15+00:00,1384788310107705344,1,Savior,"['covidemergency', 'covid19india']",
2021-04-21 07:36:55+00:00,1384773127062708234,1,War,['covidsecondwave'],
2021-04-21 07:21:18+00:00,1384769196681093122,0,War,"['indiafightscorona', 'covidemergency2021', 'covid19india', 'covidsecondwaveinindia']",
2021-04-21 06:30:06+00:00,1384756309015162883,0,War,['covid'],
2021-04-21 05:25:09+00:00,1384739965729271810,0,Landscape,"['covid19', 'covidsecondwaveinindia']",
2021-04-21 03:53:28+00:00,1384716892548435968,1,Darkness,"['covidsecondwave', 'covid19', 'covidsecondwaveinindia']",
2021-04-21 03:50:05+00:00,1384716039900917760,0,Journey,['corona'],
2021-04-21 03:24:13+00:00,1384709529892315139,0,Prison,['lockdown'],
2021-04-21 03:03:54+00:00,1384704419346796546,0,Storm,['covidsecondwave'],
2021-04-22 20:20:18+00:00,1385327623379640321,1,Darkness,['coronaviruspandemic'],
2021-04-22 18:40:06+00:00,1385302406523604992,1,War,['covid19'],
2021-04-22 17:59:00+00:00,1385292064607272961,1,War,['coronaviruspandemic'],
2021-04-22 17:52:50+00:00,1385290514879053829,1,War,['covid19.'],
2021-04-22 17:34:47+00:00,1385285970056998912,0,War,['covid19'],
2021-04-22 17:01:43+00:00,1385277649895911427,0,Success/Challenge,['covid19'],
2021-04-22 16:52:38+00:00,1385275361672323079,0,Lesson/Teacher,['coronavirusindia'],
2021-04-22 16:46:23+00:00,1385273791597604870,0,Success/Challenge,['indiafightscorona'],
2021-04-22 16:19:31+00:00,1385267030400454656,1,War,['coronaviruspandemic'],
2021-04-22 15:49:23+00:00,1385259446574587911,1,Storm,['covidvaccines'],
2021-04-22 15:14:34+00:00,1385250683201282059,1,Darkness,['covidindia'],
2021-04-22 14:37:57+00:00,1385241470517403648,0,Lesson/Teacher,['covid'],
2021-04-22 14:24:37+00:00,1385238112603803648,0,Lesson/Teacher,['covid'],
2021-04-22 14:15:37+00:00,1385235847100846085,1,Catalyst,['coronavirus'],
2021-04-22 13:50:26+00:00,1385229512502255622,1,War,"['indiafightscorona', 'coronavirus', 'covid19india']",
2021-04-22 12:04:16+00:00,1385202793238069258,0,Monster,['corona'],
2021-04-22 11:24:43+00:00,1385192842163736578,0,Success/Challenge,['covid19.'],
2021-04-22 10:51:29+00:00,1385184476125298688,1,Monster,['covid19.'],
2021-04-22 09:45:00+00:00,1385167746229579776,1,Hammer,['covidsurge.'],
2021-04-22 09:12:42+00:00,1385159616753913856,0,War,"['covid19', 'covidindia']",
2021-04-22 08:56:37+00:00,1385155569833496578,0,Luxury,['covid19'],
2021-04-22 08:32:38+00:00,1385149534825639937,1,Storm,"['pandemic', 'covid19']",
2021-04-22 08:30:07+00:00,1385148900739149829,1,Darkness,['covid19'],
2021-04-22 08:08:36+00:00,1385143487843115010,0,War,"['covaxin', 'indiasehaaregacorona', 'covid19']",
2021-04-22 07:44:05+00:00,1385137315958325248,1,Water/Wave/Tide,['pandemic'],
2021-04-22 07:41:49+00:00,1385136744148869124,0,Miracle,['covid19'],
2021-04-22 07:04:57+00:00,1385127467996749827,1,Luxury,['covidindia'],
2021-04-22 06:57:19+00:00,1385125548704239616,0,Prison,"['covidjoke', 'covidsecondwave', 'covidindia', 'covid19', 'quarantine']",
2021-04-22 06:45:35+00:00,1385122592382537732,1,Lesson/Teacher,"['coronaviruspandemic', 'coronasecondwave', 'corona', 'coronaindia']",
2021-04-22 05:41:47+00:00,1385106537035681801,0,Darkness,['covid'],
2021-04-22 05:31:25+00:00,1385103931286511616,0,Lesson/Teacher,['covid19'],
2021-04-22 05:26:44+00:00,1385102752179621888,0,Success/Challenge,['covid19.'],
2021-04-22 05:01:50+00:00,1385096486917083139,0,Success/Challenge,['covid'],
2021-04-22 04:53:29+00:00,1385094384161419266,1,Savior,"['covid19', 'covid19surat']",
2021-04-22 04:25:45+00:00,1385087402260140034,1,Darkness,['covid19'],
2021-04-22 04:15:14+00:00,1385084758346977290,0,Savior,['covidemergency2021'],
2021-04-22 04:10:39+00:00,1385083603164434435,1,Darkness,['covid'],
2021-04-22 04:09:15+00:00,1385083251073581057,1,War,['covid19'],
2021-04-22 03:37:28+00:00,1385075252351299588,1,Stigma,['covid'],
2021-04-22 03:29:17+00:00,1385073194550239238,0,Darkness,"['covidindia', 'covidemergency2021', 'covid19']",
2021-04-22 02:57:00+00:00,1385065071282331654,0,War,['corona'],
2021-04-22 02:49:48+00:00,1385063257187127297,0,War,"['covidindia', 'covid19', 'maharashtralockdown']",
2021-04-22 02:19:38+00:00,1385055665006125056,0,Lesson/Teacher,['covid19'],
2021-04-23 10:00:07+00:00,1385533937129201670,0,Accident,['covid19'],
2021-04-23 10:02:28+00:00,1385534527645241350,0,Lesson/Teacher,['covid19'],
2021-04-23 18:39:45+00:00,1385664706560479238,0,Lesson/Teacher,['covidhelp'],
2021-04-23 18:30:57+00:00,1385662492165042178,1,Success/Challenge,"['indiafightscorona', 'covid19']",
2021-04-23 18:30:53+00:00,1385662477992529920,0,Success/Challenge,['indiafightscorona'],
2021-04-23 18:19:18+00:00,1385659563123216384,0,Lesson/Teacher,['indiafightscorona'],
2021-04-23 18:14:43+00:00,1385658409605681155,1,War,['salutecoronawarriors'],
2021-04-23 17:50:14+00:00,1385652247133102087,0,War,['indiafightscorona'],
2021-04-23 17:45:46+00:00,1385651124414255104,1,Success/Challenge,"['covid19', 'covid19india']",
2021-04-23 17:35:46+00:00,1385648607869775877,0,Luxury,['covid19'],
2021-04-23 17:21:28+00:00,1385645006828965890,1,War,['covid19'],
2021-04-23 16:42:17+00:00,1385635146196426758,0,Monster,['covid19'],
2021-04-23 16:07:05+00:00,1385626288317034501,0,War,['covidemergency2021'],
2021-04-23 15:07:00+00:00,1385611166966112257,1,War,['covid'],
2021-04-23 14:08:39+00:00,1385596483534168071,0,Stigma,['covidsecondwave'],
2021-04-23 13:56:36+00:00,1385593451912196104,0,War,"['coronavirus', 'covid19india']",
2021-04-23 13:53:09+00:00,1385592581606752259,1,Storm,"['covidsos', 'covid19', 'covid19india']",
2021-04-23 12:59:01+00:00,1385578959295848454,0,Darkness,"['lockdown', 'covid19india', 'covidsecondwaveinindia']",
2021-04-23 11:41:59+00:00,1385559572576829441,1,Water/Wave/Tide,['covid19'],
2021-04-23 11:39:30+00:00,1385558948820832257,0,Luxury,['covid19'],
2021-04-23 11:24:21+00:00,1385555137968496640,1,War,['covidindia'],
2021-04-23 10:37:49+00:00,1385543426192535552,0,Darkness,['covid19'],
2021-04-23 10:21:22+00:00,1385539286083129345,0,War,['covidjokes'],
2021-04-23 09:24:32+00:00,1385524982713704451,1,War,['weneedlockdown'],
2021-04-23 08:10:07+00:00,1385506255154806785,0,War,['indiafightscorona'],
2021-04-23 07:17:34+00:00,1385493032292790273,1,Darkness,"['covidemergency2021', 'covid19', 'corona']",
2021-04-23 06:45:40+00:00,1385485001764982784,0,Success/Challenge,"['covidindia', 'covid19']",
2021-04-23 06:22:15+00:00,1385479110663630848,0,Freedom,"['coronaviruspandemic', 'covid19']",
2021-04-23 06:05:06+00:00,1385474795375005699,0,Lesson/Teacher,['covid19'],
2021-04-23 06:02:45+00:00,1385474204632436737,1,Luxury,"['covidiot', 'covid19']",
2021-04-23 05:58:01+00:00,1385473009939402753,1,Darkness,"['covidhelp', 'covid19']",
2021-04-23 05:56:20+00:00,1385472588852260865,1,Prison,['covid19'],
2021-04-23 05:28:19+00:00,1385465538688610304,1,Darkness,['covid.'],
2021-04-23 05:09:11+00:00,1385460722033852421,1,Prison,['corona2ndwave'],
2021-04-23 04:48:20+00:00,1385455476305891332,0,War,['covid19'],
2021-04-23 03:43:33+00:00,1385439170529689607,1,War,['covid19'],
2021-04-23 03:38:14+00:00,1385437832970309633,1,War,['covid19'],
2021-04-23 03:26:55+00:00,1385434985163681792,1,War,"['indiafightscorona', 'covid19india', 'covid19.']",
2021-04-24 23:00:39+00:00,1386092754611093505,1,War,['coronavirusindia'],
2021-04-24 22:44:47+00:00,1386088760060743682,0,Monster,"['jumbocovidcenters', 'covid19']",
2021-04-24 19:24:03+00:00,1386038243603324933,0,Prison,['covidemergency2021'],
2021-04-24 18:34:51+00:00,1386025863569809410,0,Success/Challenge,['covid19.'],
2021-04-24 17:39:54+00:00,1386012035603865601,1,War,['covid19'],
2021-04-24 17:28:45+00:00,1386009229786451968,0,Success/Challenge,['covid_19'],
2021-04-24 17:15:34+00:00,1386005912465199110,0,Catalyst,"['covid', 'indiafightscorona']",
2021-04-24 16:44:22+00:00,1385998060401008643,0,War,"['pandemic', 'coronavirus']",
2021-04-24 16:38:37+00:00,1385996613122883591,0,War,['covid19'],
2021-04-24 16:37:28+00:00,1385996323795607553,1,War,['covid19'],
2021-04-24 15:47:06+00:00,1385983648244011010,1,Darkness,"['tamilnadulockdown', 'covidindia', 'lockdown2021', 'covid']",
2021-04-24 15:04:37+00:00,1385972956455604224,1,Prison,"['socialdistancing', 'sundaylockdown']",
2021-04-24 15:00:29+00:00,1385971915815198721,0,Catalyst,['coronavirusindia'],
2021-04-24 14:59:50+00:00,1385971753302642691,0,Success/Challenge,"['covidindia', 'covid19.', 'covidemergency']",
2021-04-24 14:57:47+00:00,1385971234614042624,0,War,['covid19'],
2021-04-24 14:24:04+00:00,1385962752494166016,1,Luxury,['covidemergency2021'],
2021-04-24 13:32:01+00:00,1385949652084686852,0,Success/Challenge,['covid19'],
2021-04-24 13:23:35+00:00,1385947530580566021,1,Luxury,['stayhomestaysafe'],
2021-04-24 13:20:41+00:00,1385946800331264001,0,War,['covidallowanceforresidentdoctors'],
2021-04-24 13:00:43+00:00,1385941776184143883,1,Luxury,['covid19'],
2021-04-24 12:54:03+00:00,1385940099066523653,1,Storm,['covid_19'],
2021-04-24 11:49:33+00:00,1385923864371159048,1,War,"['corona.', 'indiafightscovid19', 'covid.']",
2021-04-24 11:21:41+00:00,1385916851641671684,1,Success/Challenge,['covid19'],
2021-04-24 11:01:14+00:00,1385911705729835010,1,War,['coronavirus'],
2021-04-24 10:45:53+00:00,1385907845472735232,0,Lesson/Teacher,"['covidindia', 'covidemergency2021', 'covid19']",
2021-04-24 10:29:06+00:00,1385903621196242949,1,Storm,['covid19'],
2021-04-24 10:04:58+00:00,1385897548397780993,1,War,['coronaviruspandemic'],
2021-04-24 09:57:14+00:00,1385895601045262339,0,War,['indiafightscorona'],
2021-04-24 08:36:05+00:00,1385875179809558531,0,Monster,['fightagainstcovid19'],
2021-04-24 08:15:00+00:00,1385869871376896000,1,War,['covid19'],
2021-04-24 07:46:08+00:00,1385862607760814081,1,Success/Challenge,['covid19'],
2021-04-24 07:39:34+00:00,1385860957021212677,1,War,"['unite2fightcorona', 'covid19']",
2021-04-24 06:55:04+00:00,1385849757860384770,1,War,['covid19'],
2021-04-24 06:39:21+00:00,1385845799511203843,1,Darkness,['covid19'],
2021-04-24 06:33:50+00:00,1385844413981609984,1,Storm,"['coronaviruspandemic', 'coronavirusindia']",
2021-04-24 06:03:29+00:00,1385836773461299204,0,Lesson/Teacher,"['pandemic', 'covid19']",
2021-04-24 06:03:27+00:00,1385836767249457154,0,Water/Wave/Tide,['covid19'],
2021-04-24 05:49:10+00:00,1385833173251022854,0,Stigma,['covid19.'],
2021-04-24 05:39:41+00:00,1385830784771051523,0,Lesson/Teacher,"['covidindia', 'covid19']",
2021-04-24 05:38:42+00:00,1385830539928621056,0,Success/Challenge,"['covidemergency2021', 'covid19']",
2021-04-24 05:37:52+00:00,1385830328997015555,1,War,['covidemergency2021'],
2021-04-24 05:37:36+00:00,1385830260705353731,1,Storm,['covid'],
2021-04-24 05:34:05+00:00,1385829377460510724,1,Success/Challenge,['corona.'],
2021-04-24 05:18:02+00:00,1385825335925641219,1,War,['coronavirus'],
2021-04-24 05:04:42+00:00,1385821983024156684,0,War,['indiafightscorona'],
2021-04-24 04:58:55+00:00,1385820528355647490,1,Success/Challenge,"['coronapandemic', 'coronavaccine', 'coronavirus']",
2021-04-24 04:46:33+00:00,1385817413246193665,0,Lesson/Teacher,['covid19.'],
2021-04-24 04:28:39+00:00,1385812909293412361,1,War,['covid'],
2021-04-24 03:49:02+00:00,1385802939877396481,0,Accident,['covid'],
2021-04-24 03:28:26+00:00,1385797754237046787,1,Lesson/Teacher,['covid'],
2021-04-24 03:15:25+00:00,1385794479932592135,0,Accident,['covid'],
2021-04-24 02:12:53+00:00,1385778744824975363,0,Luxury,['covid19'],
2021-04-25 17:34:04+00:00,1386372954997477377,0,Success/Challenge,"['delhifightscorona', 'coronaviruspandemic', 'coronavirusindia']",
2021-04-25 14:56:11+00:00,1386333222867329024,1,Barrier/Shield,['covid'],
2021-04-25 08:03:55+00:00,1386229472236503040,1,War,"['covidhelp', 'covidindia']",
2021-04-25 18:49:13+00:00,1386391865314799618,1,War,['indiafightscorona'],
2021-04-25 18:35:34+00:00,1386388432746737665,0,War,['coronavirus.'],
2021-04-25 18:32:46+00:00,1386387727914999808,1,Monster,"['covid', 'covishieldvaccine']",
2021-04-25 18:31:28+00:00,1386387398930558980,0,Freedom,"['covidsosindia', 'covid19']",
2021-04-25 18:02:23+00:00,1386380082311311361,1,War,['coronavirus'],
2021-04-25 18:00:40+00:00,1386379649479966721,0,Luxury,['gujaratcovidsupport'],
2021-04-25 17:56:08+00:00,1386378507509329923,0,War,"['covid', 'coronaviruspandemic', 'coronavirusindia']",
2021-04-25 17:32:21+00:00,1386372520626987011,1,War,"['covidsecondwaveinindia', 'covid19india']",
2021-04-25 17:28:07+00:00,1386371458658488323,0,Darkness,"['covid_19?', 'soscov21']",
2021-04-25 16:58:51+00:00,1386364091862634497,1,War,['covid19'],
2021-04-25 16:30:50+00:00,1386357042881859585,0,Accident,"['corona2ndwave', 'coronavirusindia', 'covid19india']",
2021-04-25 16:04:03+00:00,1386350302064832515,1,Lesson/Teacher,['indiafightscorona'],
2021-04-25 16:02:47+00:00,1386349982324826116,0,Lesson/Teacher,"['covidindia', 'covid19']",
2021-04-25 15:08:50+00:00,1386336404389568515,0,Catalyst,['covid_19'],
2021-04-25 15:06:37+00:00,1386335849265070080,0,Luxury,"['covid19', 'covid19india']",
2021-04-25 14:24:54+00:00,1386325348657229824,0,War,['coronavirus'],
2021-04-25 13:12:03+00:00,1386307015606034439,0,Luxury,['covidindia'],
2021-04-25 11:38:56+00:00,1386283584034459651,0,Landscape,['covidindia'],
2021-04-25 10:26:10+00:00,1386265269362847750,1,War,['stayhomestaysafe'],
2021-04-25 09:19:08+00:00,1386248398827921411,0,Lesson/Teacher,['stayhomestaysafe'],
2021-04-25 08:52:22+00:00,1386241664998543360,0,Freedom,['coronavirusindia'],
2021-04-25 08:41:40+00:00,1386238969902342146,1,Savior,['covid19'],
2021-04-25 08:13:28+00:00,1386231873836228610,1,War,['coronavirusindia'],
2021-04-25 08:08:43+00:00,1386230678610612224,1,War,['covidindia'],
2021-04-25 05:58:51+00:00,1386197998531530758,0,War,['covid19'],
2021-04-25 05:54:45+00:00,1386196963754876932,0,War,['stayhomestaysafe.'],
2021-04-25 05:24:57+00:00,1386189464179904514,1,War,['china_virus(corona);'],
2021-04-25 05:07:59+00:00,1386185195607396359,1,War,['scst_act_corona_national_tragedy'],
2021-04-25 04:42:37+00:00,1386178812249972742,0,War,['covid19'],
2021-04-25 03:44:03+00:00,1386164074388496384,1,Darkness,['pandemic'],
2021-04-25 03:38:55+00:00,1386162781905317890,1,War,['covidindia'],
2021-04-25 02:33:43+00:00,1386146373855109120,0,Storm,['coronavirus'],
2021-04-25 02:13:28+00:00,1386141279122198533,1,Savior,['indiafightscorona'],
2021-04-26 16:16:25+00:00,1386715801776885762,1,Monster,['corona'],
2021-04-26 15:28:48+00:00,1386703818713309189,1,Success/Challenge,['covid'],
2021-04-26 23:10:35+00:00,1386820028050247685,1,War,"['coronavirus', 'wuhanvirus']",
2021-04-26 18:47:15+00:00,1386753757904470016,1,War,['covid19'],
2021-04-26 18:17:04+00:00,1386746163089395715,0,War,['covid19'],
2021-04-26 18:10:13+00:00,1386744437590544384,0,Darkness,['gocoronago'],
2021-04-26 18:01:25+00:00,1386742224432504833,1,Miracle,['covidchennai'],
2021-04-26 17:16:06+00:00,1386730822137430020,1,Lesson/Teacher,['covid19'],
2021-04-26 17:11:36+00:00,1386729686349221890,0,Success/Challenge,"['coronaviruspandemic', 'covid_19', 'covid19india']",
2021-04-26 17:06:15+00:00,1386728342964117504,0,Water/Wave/Tide,['covid19'],
2021-04-26 17:03:32+00:00,1386727658101248001,0,Barrier/Shield,['coronavirus'],
2021-04-26 16:46:26+00:00,1386723352937570305,1,War,"['covidemergency2021', 'fightagainstcovid19']",
2021-04-26 16:30:43+00:00,1386719398027739145,0,War,['covidindia'],
2021-04-26 15:35:01+00:00,1386705381620027399,0,War,['covidemergency2021'],
2021-04-26 15:11:33+00:00,1386699475759030272,0,Savior,['coronavirusindia'],
2021-04-26 15:05:16+00:00,1386697896263708674,1,War,"['corona2ndwave', 'corona', 'coronavirus', 'coronaindia']",
2021-04-26 14:17:44+00:00,1386685934784049154,0,Lesson/Teacher,['covid'],
2021-04-26 13:09:08+00:00,1386668671460802561,0,War,['covid19india'],
2021-04-26 12:30:22+00:00,1386658914880483335,0,Prison,['lockdownkarnataka'],
2021-04-26 11:33:20+00:00,1386644560525225984,0,Luxury,['covid19'],
2021-04-26 11:26:58+00:00,1386642958124945409,1,Lesson/Teacher,['covid19'],
2021-04-26 11:15:42+00:00,1386640123807244291,0,Accident,['coronavirusindia'],
2021-04-26 10:43:43+00:00,1386632073104871427,0,War,['covid19'],
2021-04-26 10:27:25+00:00,1386627971335610368,0,War,"['covid19', 'covid19india']",
2021-04-26 08:54:55+00:00,1386604693896396802,0,War,"['corona2ndwave', 'coronavirus']",
2021-04-26 08:25:40+00:00,1386597332448280577,0,War,['covidsecondwaveinindia'],
2021-04-26 08:21:08+00:00,1386596193615024130,0,War,"['coronavirus.', 'killcorona_mentally', 'corona2ndwave', 'corona']",
2021-04-26 05:54:58+00:00,1386559408692350976,0,War,['covid19'],
2021-04-26 05:41:16+00:00,1386555958596300801,1,Accident,"['lockdown:*', 'covid19']",
2021-04-26 05:31:21+00:00,1386553465384570881,0,Monster,"['covidsos', 'covid19']",
2021-04-26 05:31:04+00:00,1386553393875877896,0,Lesson/Teacher,"['covidsecondwave', 'coronavirusindia']",
2021-04-26 04:32:57+00:00,1386538767071150081,0,Luxury,['covid19'],
2021-04-26 04:22:17+00:00,1386536084071272450,0,Water/Wave/Tide,['covid'],
2021-04-26 03:24:24+00:00,1386521517631045632,0,War,['covidcrisis'],
